playerID,year,stint,tmID,GP,GS,minutes,points,rebounds,assists,steals,blocks,turnovers,PF,fgMade,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,TSht,AstTO,RebP,ORebP,DRebP,StlR,BlkR,PPG,num_awards,MIN,PTS,ORB,DRB,AST,STL,BLK,TO,FGM,FGA,FTM,FTA,uPER,PER
bakersh01w,9,0,IND,13,0,110,49,22,15,9,1,11,0,12,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,1.364,0.2,0.064,0.136,0.082,0.009,3.769,0.0,110,49,0,0,15,9,1,11,0,0,0,0,0.5727272206611618,24.241854017266366
bakersh01w,10,0,DET,1,0,11,7,1,1,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,1.0,0.091,0.091,0.0,0.091,0.0,7.0,0.0,11,7,0,0,1,1,0,1,0,0,0,0,0.7272720661163036,30.783281502273272
balesal01w,8,0,IND,17,0,169,55,45,2,4,13,7,0,24,7,0,0,0,4,0,17,0,0,2,2,1,0,0,1,2,4,0,0,0,0,0,0,0.604,0.286,0.266,0.071,0.195,0.024,0.077,3.235,0.0,169,55,0,0,2,4,13,7,0,0,0,0,0.3964496806834508,16.780545672729552
balesal01w,9,2,ATL,17,9,389,82,102,11,15,29,10,0,30,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,1.1,0.262,0.051,0.211,0.039,0.075,4.824,0.0,389,82,0,0,11,15,29,10,0,0,0,0,0.3264781407075028,13.81885676347517
balesal01w,9,1,IND,14,0,126,37,22,2,5,14,3,0,14,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0.667,0.175,0.056,0.119,0.04,0.111,2.643,0.0,126,37,0,0,2,5,14,3,0,0,0,0,0.4365079018644522,18.476092025389676
banchrh01w,1,0,SAC,9,0,21,6,3,1,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0.5,0.143,0.095,0.048,0.0,0.0,0.667,0.0,21,6,0,0,1,0,0,2,0,0,0,0,0.2380951247166073,10.077864378333064
baranel01w,2,0,MIA,32,30,984,378,191,63,33,57,62,0,141,66,80,30,2,3,3,105,44,7,11,18,7,2,2,9,9,33,15,11,8,11,6,0,0.523,1.016,0.194,0.041,0.153,0.034,0.058,11.812,0.0,984,378,0,0,63,33,57,62,0,0,0,0,0.4766260114164023,20.174173276153986
baranel01w,4,0,NYL,33,7,850,278,181,64,36,43,62,0,107,31,91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,1.032,0.213,0.053,0.16,0.042,0.051,8.424,0.0,850,278,0,0,64,36,43,62,0,0,0,0,0.42235293620761255,17.87695407857374
baranel01w,5,0,NYL,34,33,1048,394,246,67,37,58,80,0,146,49,115,53,0,5,5,154,42,7,27,34,10,4,9,12,18,38,15,10,8,13,4,0,0.582,0.838,0.235,0.031,0.203,0.035,0.055,11.588,0.0,1048,394,0,0,67,37,58,80,0,0,0,0,0.4541984689484879,19.22488155252055
baranel01w,6,0,NYL,33,33,953,288,227,59,25,46,59,0,104,47,85,33,1,2,2,59,9,1,7,8,2,3,2,1,4,10,3,2,2,3,1,0,0.553,1.0,0.238,0.041,0.197,0.026,0.048,8.727,0.0,953,288,0,0,59,25,46,59,0,0,0,0,0.37670513770508773,15.94481740410183
